RespondentID,StartDate,EndDate,IP_Address,Pop_Code,Region,Family_Name,Given_Name,email,Collection_Date,Latitude,Longitude,Altitude,Pop_Size,Pct_Canopy_Cover,EarthTrek_name,Population_Type,Type_Other,Understory,Roadside,Hand_Removal,Herbicide,Mowing,Biocontrol,None_Known,Sampled_Before,NPlots,P1Ros,P1Adult,P1Ros0,P1Ros20,P1Ros40,P1Ros60,P1Ros80,P1Adult0,P1Adult20,P1Adult40,P1Adult60,P1Adult80,P1Fruits0,P1Fruits20,P1Fruits40,P1Fruits60,P1Fruits80,P1Leaves0,P1Leaves20,P1Leaves40,P1Leaves60,P1Leaves80,P1Dmg0,P1Dmg20,P1Dmg40,P1Dmg60,P1Dmg80,P2Ros,P2Adult,P2Ros0,P2Ros20,P2Ros40,P2Ros60,P2Ros80,P2Adult0,P2Adult20,P2Adult40,P2Adult60,P2Adult80,P2Fruits0,P2Fruits20,P2Fruits40,P2Fruits60,P2Fruits80,P2Leaves0,P2Leaves20,P2Leaves40,P2Leaves60,P2Leaves80,P2Dmg0,P2Dmg20,P2Dmg40,P2Dmg60,P2Dmg80,P3Ros,P3Adult,P3Ros0,P3Ros20,P3Ros40,P3Ros60,P3Ros80,P3Adult0,P3Adult20,P3Adult40,P3Adult60,P3Adult80,P3Fruits0,P3Fruits20,P3Fruits40,P3Fruits60,P3Fruits80,P3Leaves0,P3Leaves20,P3Leaves40,P3Leaves60,P3Leaves80,P3Dmg0,P3Dmg20,P3Dmg40,P3Dmg60,P3Dmg80,P4Ros,P4Adult,P4Ros0,P4Ros20,P4Ros40,P4Ros60,P4Ros80,P4Adult0,P4Adult20,P4Adult40,P4Adult60,P4Adult80,P4Fruits0,P4Fruits20,P4Fruits40,P4Fruits60,P4Fruits80,P4Leaves0,P4Leaves20,P4Leaves40,P4Leaves60,P4Leaves80,P4Dmg0,P4Dmg20,P4Dmg40,P4Dmg60,P4Dmg80,P5Ros,P5Adult,P5Ros0,P5Ros20,P5Ros40,P5Ros60,P5Ros80,P5Adult0,P5Adult20,P5Adult40,P5Adult60,P5Adult80,P5Fruits0,P5Fruits20,P5Fruits40,P5Fruits60,P5Fruits80,P5Leaves0,P5Leaves20,P5Leaves40,P5Leaves60,P5Leaves80,P5Dmg0,P5Dmg20,P5Dmg40,P5Dmg60,P5Dmg80,P6Ros,P6Adult,P6Ros0,P6Ros20,P6Ros40,P6Ros60,P6Ros80,P6Adult0,P6Adult20,P6Adult40,P6Adult60,P6Adult80,P6Fruits0,P6Fruits20,P6Fruits40,P6Fruits60,P6Fruits80,P6Leaves0,P6Leaves20,P6Leaves40,P6Leaves60,P6Leaves80,P6Dmg0,P6Dmg20,P6Dmg40,P6Dmg60,P6Dmg80,P7Ros,P7Adult,P7Ros0,P7Ros20,P7Ros40,P7Ros60,P7Ros80,P7Adult0,P7Adult20,P7Adult40,P7Adult60,P7Adult80,P7Fruits0,P7Fruits20,P7Fruits40,P7Fruits60,P7Fruits80,P7Leaves0,P7Leaves20,P7Leaves40,P7Leaves60,P7Leaves80,P7Dmg0,P7Dmg20,P7Dmg40,P7Dmg60,P7Dmg80,P8Ros,P8Adult,P8Ros0,P8Ros20,P8Ros40,P8Ros60,P8Ros80,P8Adult0,P8Adult20,P8Adult40,P8Adult60,P8Adult80,P8Fruits0,P8Fruits20,P8Fruits40,P8Fruits60,P8Fruits80,P8Leaves0,P8Leaves20,P8Leaves40,P8Leaves60,P8Leaves80,P8Dmg0,P8Dmg20,P8Dmg40,P8Dmg60,P8Dmg80,P9Ros,P9Adult,P9Ros0,P9Ros20,P9Ros40,P9Ros60,P9Ros80,P9Adult0,P9Adult20,P9Adult40,P9Adult60,P9Adult80,P9Fruits0,P9Fruits20,P9Fruits40,P9Fruits60,P9Fruits80,P9Leaves0,P9Leaves20,P9Leaves40,P9Leaves60,P9Leaves80,P9Dmg0,P9Dmg20,P9Dmg40,P9Dmg60,P9Dmg80,P10Ros,P10Adult,P10Ros0,P10Ros20,P10Ros40,P10Ros60,P10Ros80,P10Adult0,P10Adult20,P10Adult40,P10Adult60,P10Adult80,P10Fruits0,P10Fruits20,P10Fruits40,P10Fruits60,P10Fruits80,P10Leaves0,P10Leaves20,P10Leaves40,P10Leaves60,P10Leaves80,P10Dmg0,P10Dmg20,P10Dmg40,P10Dmg60,P10Dmg80,email_update,email_update_address,Day,Year,second_survey,P1RosFung,P1AdultFung,P1Fung0,P1Fung20,P1Fung40,P1Fung60,P1Fung80,P2RosFung,P2AdultFung,P2Fung0,P2Fung20,P2Fung40,P2Fung60,P2Fung80,P3RosFung,P3AdultFung,P3Fung0,P3Fung20,P3Fung40,P3Fung60,P3Fung80,P4RosFung,P4AdultFung,P4Fung0,P4Fung20,P4Fung40,P4Fung60,P4Fung80,P5RosFung,P5AdultFung,P5Fung0,P5Fung20,P5Fung40,P5Fung60,P5Fung80,P6RosFung,P6AdultFung,P6Fung0,P6Fung20,P6Fung40,P6Fung60,P6Fung80,P7RosFung,P7AdultFung,P7Fung0,P7Fung20,P7Fung40,P7Fung60,P7Fung80,P8RosFung,P8AdultFung,P8Fung0,P8Fung20,P8Fung40,P8Fung60,P8Fung80,P9RosFung,P9AdultFung,P9Fung0,P9Fung20,P9Fung40,P9Fung60,P9Fung80,P10RosFung,P10AdultFung,P10Fung0,P10Fung20,P10Fung40,P10Fung60,P10Fung80,CoverPic_Mean
8,11/18/2010__3:30:19_PM,11/29/2010__3:35:04_PM,REDACTED,FVTER1,Europe,REDACTED,REDACTED,REDACTED,7/14/2010,49.71736111,5.452194444,340,450,30,REDACTED,Forest_Edge,Roadside_very_dry_spring_and_beginning_of_summer,0,1,0,0,0,0,1,NA,10,0,17,NA,NA,NA,NA,NA,93.1,96.5,68.2,97.5,99.3,18,20,9,18,13,10,14,5,13,14,4,2,5,0,2,0,30,NA,NA,NA,NA,NA,120.2,72.5,106,103.5,115.1,30,10,20,13,17,20,8,10,15,12,1,1,5,1,3,0,59,NA,NA,NA,NA,NA,98.2,96.2,89,74,123.2,14,15,12,9,25,10,12,13,8,12,1,1,2,1,NA,0,36,NA,NA,NA,NA,NA,92,129.5,153.2,146.9,105.5,12,45,55,74,14,12,16,22,29,9,3,4,6,9,5,0,16,NA,NA,NA,NA,NA,89,146.9,84.7,130.5,145,10,80,10,36,72,11,26,10,19,23,4,5,0,6,3,3,20,2,NA,NA,NA,NA,70,51,69,116,116.5,16,5,12,20,20,11,8,13,9,18,6,0,3,4,1,8,12,NA,NA,2.5,4,NA,92.5,NA,74.3,74.8,99.8,12,NA,6,9,12,13,NA,8,13,13,NA,NA,3,NA,1,1,7,2,NA,NA,NA,NA,NA,117.5,74.5,99,104.6,NA,29,9,11,15,NA,16,13,13,17,NA,NA,NA,NA,NA,0,6,NA,NA,NA,NA,NA,NA,NA,NA,120.6,97.1,NA,NA,NA,16,13,NA,NA,NA,16,12,NA,NA,NA,1,1,0,9,NA,NA,NA,NA,NA,NA,NA,NA,113,116,NA,NA,NA,11,34,NA,NA,NA,12,16,NA,NA,NA,NA,NA,NA,NA,194,2010,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,66.9
9,11/18/2010__3:26:44_PM,11/18/2010__3:30:11_PM,REDACTED,THHOH1,Europe,REDACTED,REDACTED,REDACTED,7/18/2010,48.06416667,11.71027778,561,800,40,REDACTED,Forest_Edge,NA,0,0,0,0,0,0,1,NA,4,0,1,NA,NA,NA,NA,NA,104,NA,NA,NA,NA,37,NA,NA,NA,NA,27,NA,NA,NA,NA,9,NA,NA,NA,NA,0,1,NA,NA,NA,NA,NA,NA,140,NA,NA,NA,NA,326,NA,NA,NA,NA,112,NA,NA,NA,NA,76,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,NA,NA,NA,NA,NA,NA,153,NA,NA,NA,NA,673,NA,NA,NA,NA,293,NA,NA,NA,NA,217,NA,NA,NA,0,1,NA,NA,NA,NA,NA,NA,147,NA,NA,NA,NA,648,NA,NA,NA,NA,271,NA,NA,NA,NA,220,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,198,2010,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,85.45
9,11/18/2010__3:19:59_PM,11/18/2010__3:26:37_PM,REDACTED,THOTT1,Europe,REDACTED,REDACTED,REDACTED,7/17/2010,48.06527778,11.692,562,800,50,REDACTED,Forest_Understory,NA,1,0,0,0,0,0,1,NA,10,3,0,20.5,7,NA,NA,16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,NA,19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9,1,19,18,10,NA,14,NA,NA,NA,93,NA,NA,NA,NA,111,NA,NA,NA,NA,40,NA,NA,NA,NA,21,NA,2,0,19,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,NA,NA,NA,NA,18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,43,3,9,10,9,12,13,NA,67,87,NA,98,NA,32,49,NA,73,NA,15,21,NA,35,NA,8,12,NA,25,29,4,21,14,19,12,10,NA,NA,83,95,110,NA,NA,43,71,61,NA,NA,19,25,30,NA,NA,10,16,20,3,4,18,10,NA,NA,10,NA,NA,91,103,92,NA,NA,33,28,41,NA,NA,14,15,0,NA,NA,7,2,NA,4,0,5,10,17,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,2,NA,NA,6,7,10,85,60,NA,NA,NA,34,9,NA,NA,NA,49,NA,NA,NA,NA,9,NA,NA,NA,NA,NA,NA,197,2010,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,90.03
10,11/18/2010__3:12:54_PM,11/18/2010__3:19:55_PM,REDACTED,MGTOS1,Europe,REDACTED,REDACTED,REDACTED,7/2/2010,43.981667,10.938056,400,42,90,REDACTED,Forest_Edge,NA,0,0,0,0,0,0,1,NA,8,2,5,40,NA,NA,NA,NA,NA,NA,NA,NA,90,NA,NA,NA,NA,62,NA,NA,NA,NA,14,NA,NA,NA,NA,13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,5,NA,NA,30,NA,NA,NA,NA,130,NA,NA,NA,NA,92,NA,NA,NA,NA,8,NA,NA,NA,NA,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20,NA,NA,NA,NA,130,NA,NA,NA,NA,49,NA,NA,NA,NA,10,NA,NA,NA,NA,8,NA,4,10,NA,NA,30,NA,NA,NA,NA,100,NA,NA,NA,NA,26,NA,NA,NA,NA,6,NA,NA,NA,NA,6,NA,NA,2,23,NA,15,NA,NA,NA,NA,90,NA,NA,NA,NA,91,NA,NA,NA,NA,8,NA,NA,NA,NA,3,NA,NA,NA,2,38,NA,15,NA,NA,NA,NA,90,NA,NA,NA,NA,91,NA,NA,NA,NA,8,NA,NA,NA,NA,3,NA,NA,NA,0,8,NA,NA,NA,NA,NA,NA,80,NA,NA,NA,NA,44,NA,NA,NA,NA,13,NA,NA,NA,NA,9,NA,NA,NA,8,15,NA,NA,NA,50,NA,NA,NA,NA,120,NA,NA,NA,NA,75,NA,NA,NA,NA,8,NA,NA,NA,NA,5,NA,NA,NA,182,2010,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,90
10,11/18/2010__3:01:15_PM,11/18/2010__3:12:38_PM,REDACTED,MGTOS2,Europe,REDACTED,REDACTED,REDACTED,7/5/2010,44.001667,10.86722,540,60,90,REDACTED,Forest_Understory,NA,1,0,0,0,0,0,1,NA,8,3,0,NA,NA,30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,NA,NA,NA,NA,4,NA,NA,2,0,NA,15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,NA,NA,NA,NA,1,NA,NA,NA,5,0,NA,NA,30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,NA,NA,NA,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,NA,NA,NA,NA,NA,NA,NA,50,NA,NA,NA,NA,14,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,NA,NA,0,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,20,NA,NA,NA,NA,33,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,80,NA,NA,NA,NA,52,NA,NA,NA,NA,NA,NA,NA,NA,NA,12,0,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,90,NA,NA,NA,NA,23,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,0,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,90,NA,NA,NA,NA,21,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,0,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,110,NA,NA,NA,NA,41,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,NA,NA,185,2010,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,90
7,11/18/2010__2:38:04_PM,11/29/2010__2:46:55_PM,REDACTED,MSFRE1,Europe,REDACTED,REDACTED,REDACTED,7/14/2010,47.97611111,7.918055556,337,250,90,REDACTED,Forest_Understory,NA,1,0,0,0,0,0,1,NA,10,1,14,NA,NA,6,NA,NA,113,131,107,114,100,19,41,27,28,20,8,12,7,10,8,NA,NA,NA,NA,NA,1,11,NA,5,NA,NA,NA,102,118,NA,65,94,22,34,NA,4,17,9,14,NA,5,6,NA,NA,NA,NA,NA,0,6,NA,NA,NA,NA,NA,NA,108,112,90,NA,NA,25,37,10,NA,NA,8,10,5,NA,NA,NA,NA,NA,NA,0,10,NA,NA,NA,NA,NA,87,106,NA,92,127,11,18,NA,16,41,9,9,NA,8,15,NA,NA,NA,NA,NA,0,12,NA,NA,NA,NA,NA,117,98,108,112,110,26,11,13,32,12,9,8,9,19,10,NA,NA,NA,NA,NA,0,18,NA,NA,NA,NA,NA,134,124,111,72,112,18,17,15,7,31,11,9,8,8,23,NA,NA,NA,NA,NA,0,11,NA,NA,NA,NA,NA,118,109,119,112,76,16,22,24,31,10,8,10,13,19,7,NA,NA,NA,NA,NA,11,16,6,4,8,7,14,109,89,101,124,114,12,14,15,58,29,7,9,10,25,15,NA,NA,NA,NA,NA,0,6,NA,NA,NA,NA,NA,83,NA,NA,80,116,24,NA,NA,37,22,8,NA,NA,14,9,NA,NA,NA,NA,NA,0,7,NA,NA,NA,NA,NA,97,82,78,65,99,24,27,14,7,27,10,13,7,4,13,NA,NA,NA,NA,NA,NA,NA,194,2010,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,93.03
11,11/18/2010__2:28:46_PM,11/29/2010__3:00:46_PM,REDACTED,MHSVI1,Europe,REDACTED,REDACTED,REDACTED,6/25/2010,50.17989361,14.0536525,310,50,56,REDACTED,Forest_Edge,Roadside,0,1,0,0,0,0,1,NA,10,8,0,11,15,11,13,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,56,3,9,11,13,14,10,NA,28,NA,46,35,NA,3,NA,7,8,NA,6,NA,9,5,NA,2,NA,1,0,117,3,11,8,7,9,7,49,29,45,NA,NA,19,2,5,NA,NA,22,6,8,NA,NA,4,NA,NA,NA,NA,73,2,7,6,19,17,19,NA,NA,NA,70,57,NA,NA,NA,30,16,NA,NA,NA,16,19,NA,NA,NA,6,NA,38,2,17,12,17,7,8,NA,55,NA,NA,55,NA,17,NA,NA,40,NA,13,NA,NA,21,NA,1,NA,NA,2,47,2,14,9,8,8,11,72,NA,52,NA,NA,21,NA,14,NA,NA,25,NA,13,NA,NA,2,NA,1,NA,NA,104,8,7,10,6,12,10,30,26,27,45,26,7,3,3,11,2,10,4,4,7,11,1,1,NA,1,1,55,2,5,7,8,10,10,25,NA,NA,NA,47,2,NA,NA,NA,10,6,NA,NA,NA,8,NA,NA,NA,NA,2,13,1,6,8,6,15,7,70,NA,NA,NA,NA,15,NA,NA,NA,NA,16,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,1,14,19,14,NA,16,NA,50,NA,NA,NA,NA,13,NA,NA,NA,NA,9,NA,NA,NA,NA,4,NA,NA,NA,NA,NA,175,2010,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,88.12
11,11/18/2010__2:20:55_PM,11/29/2010__3:24:14_PM,REDACTED,MHPRA1b,Europe,REDACTED,REDACTED,REDACTED,7/1/2010,50.076272,14.325393,380,20,78,REDACTED,Roadside,NA,0,1,0,0,0,0,1,NA,7,0,1,NA,NA,NA,NA,NA,70,NA,NA,NA,NA,60,NA,NA,NA,NA,20,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,6,NA,NA,NA,NA,NA,NA,NA,55,90,NA,NA,NA,35,95,NA,NA,NA,8,18,NA,NA,NA,3,6,NA,0,11,NA,NA,NA,NA,NA,62,93,80,85,80,10,115,36,68,59,3,20,18,22,11,2,2,5,1,2,0,12,NA,NA,NA,NA,NA,70,75,52,85,60,15,21,12,107,18,5,20,5,23,6,1,3,0,2,2,0,1,NA,NA,NA,NA,NA,110,NA,NA,NA,NA,92,NA,NA,NA,NA,19,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,16,NA,NA,NA,NA,NA,84,63,74,91,73,53,23,36,35,48,17,8,9,12,9,2,3,3,4,2,0,2,NA,NA,NA,NA,NA,68,NA,103,NA,NA,64,NA,87,NA,NA,17,NA,19,NA,NA,2,NA,6,NA,NA,NA,NA,181,2010,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,97.08
11,11/18/2010__2:10:48_PM,11/29/2010__3:33:51_PM,REDACTED,MHPRA2,Europe,REDACTED,REDACTED,REDACTED,7/1/2010,50.09493444,14.33307778,308,7,36,REDACTED,Forest_Edge,Roadside_satellite_population_or_a_larger_but_not_continuous_population_spread_across_several_hectars,0,1,0,0,0,0,1,NA,7,6,1,NA,4,12,8,5,NA,NA,NA,40,NA,NA,NA,NA,3,NA,NA,NA,NA,5,NA,NA,NA,NA,1,NA,7,8,8,3,6,NA,2,NA,NA,30,65,45,NA,NA,0,10,6,NA,NA,7,10,17,NA,NA,3,3,6,2,12,NA,NA,4,6,NA,50,30,50,70,60,5,4,6,27,11,7,5,10,14,9,4,2,2,3,2,8,11,12,9,5,NA,NA,45,65,25,50,55,4,26,1,0,9,9,12,11,11,7,6,5,9,5,1,0,5,NA,NA,NA,NA,NA,40,20,NA,50,NA,2,1,NA,4,NA,3,8,NA,12,NA,2,5,NA,12,NA,6,6,NA,14,4,NA,8,60,60,75,65,NA,24,6,25,20,NA,20,8,33,24,NA,15,7,21,3,NA,2,0,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,181,2010,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,50
12,11/18/2010__2:02:08_PM,11/29/2010__3:26:49_PM,REDACTED,CBBER3,Europe,REDACTED,REDACTED,REDACTED,7/27/2010,52.464612,13.260325,40,40,10,REDACTED,Other(Specify),Trail_Edge,1,0,0,0,0,0,1,NA,10,14,7,6,8.5,4.5,13.5,4,NA,88,NA,66,NA,NA,37,NA,20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,15,6,5,NA,NA,2.5,NA,NA,71,102,83,NA,NA,9,27,14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14,12,4,2.5,4,NA,1,55,76,NA,96,42,9,30,NA,30,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,19,9,22,5,5.5,5,20,74,61,79,NA,NA,12,28,24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,10,6,3,2.5,5,NA,63,52,NA,70,85,21,17,NA,36,38,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14,4,3,3,5,5.5,12,66,NA,NA,NA,98,16,NA,NA,NA,14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15,1,NA,2,NA,3,6,41,NA,NA,NA,NA,14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,6,5.5,6,3.5,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,11,6.5,NA,4.5,NA,4.5,38,70,52,50,76,9,16,35,8,29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,6,NA,8,NA,NA,NA,40,35,NA,NA,59,7,8,NA,NA,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,207,2010,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,61.64
